,OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,SalesTeamID,CustomerID,StoreID,ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,Revenue,Profit,Procured_to_Order,Order_to_Ship,Ship_to_Delivery,Procured_to_Delivery
4113,SO - 0004214,Online,WARE-NMK1003,2019-08-23,2019-09-30,2019-10-27,2019-10-28,19,3,183,31,4,0.08,1554.4,3886.0,14300.480000000001,8082.88,38,27,1,66
4114,SO - 0004215,In-Store,WARE-PUJ1005,2019-08-23,2019-09-30,2019-10-25,2019-11-04,5,48,321,44,5,0.05,1537.65,1809.0,8592.75,904.5,38,25,10,73
4115,SO - 0004216,Online,WARE-PUJ1005,2019-05-15,2019-09-30,2019-10-21,2019-10-22,19,5,308,13,1,0.05,5052.54,6237.7,5925.815,873.27,138,21,1,160
4116,SO - 0004217,Online,WARE-NMK1003,2019-05-15,2019-09-30,2019-10-04,2019-10-11,18,13,129,31,7,0.1,2547.07,3859.2,24312.96,6483.47,138,4,7,149
4117,SO - 0004218,In-Store,WARE-NMK1003,2019-05-15,2019-09-30,2019-10-07,2019-10-16,3,23,199,20,1,0.15,789.33,1252.9,1064.9650000000001,275.64,138,7,9,154
4118,SO - 0004219,Online,WARE-MKL1006,2019-05-15,2019-10-01,2019-10-19,2019-10-21,14,23,361,37,5,0.08,543.3,1065.3,4900.38,2183.88,139,18,2,159
4119,SO - 0004220,In-Store,WARE-XYS1001,2019-05-15,2019-10-01,2019-10-21,2019-10-27,12,33,21,21,4,0.3,1122.79,2673.3,7485.24,2994.08,139,20,6,165
4120,SO - 0004221,Distributor,WARE-NMK1003,2019-05-15,2019-10-01,2019-10-04,2019-10-09,21,36,121,8,1,0.05,2538.97,3906.1,3710.7949999999996,1171.82,139,3,5,147
4121,SO - 0004222,In-Store,WARE-MKL1006,2019-08-23,2019-10-01,2019-10-27,2019-11-06,1,46,355,2,8,0.1,3709.12,5795.5,41727.6,12054.64,39,26,10,75
4122,SO - 0004223,In-Store,WARE-PUJ1005,2019-05-15,2019-10-01,2019-10-17,2019-10-26,7,45,319,30,2,0.15,1201.98,1742.0,2961.4,557.44,139,16,9,164
4123,SO - 0004224,Online,WARE-NBV1002,2019-05-15,2019-10-01,2019-10-03,2019-10-11,16,6,60,2,8,0.15,3059.35,3872.6,26333.68,1858.88,139,2,8,149
4124,SO - 0004225,In-Store,WARE-MKL1006,2019-05-15,2019-10-01,2019-10-09,2019-10-18,7,12,357,10,8,0.1,171.52,268.0,1929.6000000000001,557.44,139,8,9,156
4125,SO - 0004226,Wholesale,WARE-NMK1003,2019-05-15,2019-10-01,2019-10-23,2019-10-31,25,48,149,31,1,0.08,656.47,924.6,850.6320000000001,194.16,139,22,8,169
4126,SO - 0004227,Online,WARE-UHY1004,2019-05-15,2019-10-01,2019-10-28,2019-11-06,18,12,259,39,5,0.08,1653.69,3845.8,17690.68,9422.23,139,27,9,175
4127,SO - 0004228,Online,WARE-NMK1003,2019-08-23,2019-10-02,2019-10-08,2019-10-09,20,48,166,26,8,0.1,446.56,1038.5,7477.2,3904.72,40,6,1,47
4128,SO - 0004229,In-Store,WARE-MKL1006,2019-05-15,2019-10-02,2019-10-07,2019-10-10,6,21,352,31,2,0.08,1207.21,1916.2,3525.8080000000004,1111.39,140,5,3,148
4129,SO - 0004230,In-Store,WARE-XYS1001,2019-05-15,2019-10-02,2019-10-25,2019-10-26,8,32,49,33,5,0.4,888.02,1889.4,5668.200000000001,1228.1,140,23,1,164
4130,SO - 0004231,In-Store,WARE-PUJ1005,2019-05-15,2019-10-02,2019-10-12,2019-10-13,4,46,267,44,4,0.08,831.0,1051.9,3870.9920000000006,546.99,140,10,1,151
4131,SO - 0004232,In-Store,WARE-XYS1001,2019-05-15,2019-10-02,2019-10-30,2019-11-07,10,7,11,40,8,0.05,647.22,1078.7,8198.12,3020.36,140,28,8,176
4132,SO - 0004233,Distributor,WARE-NMK1003,2019-08-23,2019-10-03,2019-10-08,2019-10-10,23,21,197,8,2,0.2,2630.55,3926.2,6281.92,1020.82,41,5,2,48
4133,SO - 0004234,Wholesale,WARE-UHY1004,2019-05-15,2019-10-03,2019-10-07,2019-10-16,27,11,260,7,8,0.1,1257.86,1996.6,14375.52,4312.64,141,4,9,154
4134,SO - 0004235,Distributor,WARE-NMK1003,2019-05-15,2019-10-03,2019-10-15,2019-10-21,24,31,116,34,1,0.08,1802.97,4006.6,3686.072,1883.1,141,12,6,159
4135,SO - 0004236,Online,WARE-UHY1004,2019-05-15,2019-10-03,2019-10-26,2019-10-27,14,50,212,7,7,0.3,1097.46,2613.0,12803.699999999999,5121.48,141,23,1,165
4136,SO - 0004237,Wholesale,WARE-NBV1002,2019-08-23,2019-10-03,2019-10-14,2019-10-20,26,17,86,19,8,0.1,2111.84,2639.8,19006.56,2111.84,41,11,6,58
4137,SO - 0004238,In-Store,WARE-PUJ1005,2019-08-23,2019-10-03,2019-10-21,2019-10-23,1,15,320,11,1,0.1,4714.92,6458.8,5812.92,1098.0,41,18,2,61
4138,SO - 0004239,Online,WARE-NMK1003,2019-05-15,2019-10-03,2019-10-20,2019-10-24,17,7,115,22,2,0.08,2166.78,3095.4,5695.536,1361.98,141,17,4,162
4139,SO - 0004240,Online,WARE-NMK1003,2019-08-23,2019-10-03,2019-10-25,2019-11-03,14,18,132,13,4,0.4,484.01,1125.6,2701.4399999999996,765.4,41,22,9,72
4140,SO - 0004241,In-Store,WARE-PUJ1005,2019-05-15,2019-10-03,2019-10-31,2019-11-01,12,36,294,14,3,0.2,427.73,1018.4,2444.16,1160.97,141,28,1,170
4141,SO - 0004242,Online,WARE-UHY1004,2019-05-15,2019-10-03,2019-10-07,2019-10-12,14,50,249,5,6,0.05,3573.24,5333.2,30399.239999999998,8959.8,141,4,5,150
4142,SO - 0004243,Distributor,WARE-UHY1004,2019-05-15,2019-10-03,2019-10-27,2019-11-02,25,34,227,20,4,0.08,4790.77,5842.4,21500.032,2336.95,141,24,6,171
4143,SO - 0004244,In-Store,WARE-NMK1003,2019-05-15,2019-10-04,2019-10-18,2019-10-25,1,47,186,46,6,0.08,555.3,750.4,4142.2080000000005,810.41,142,14,7,163
4144,SO - 0004245,Wholesale,WARE-NMK1003,2019-05-15,2019-10-04,2019-10-30,2019-11-04,26,22,154,37,6,0.08,3019.56,3973.1,21931.512,3814.15,142,26,5,173
4145,SO - 0004246,Distributor,WARE-PUJ1005,2019-05-15,2019-10-04,2019-10-07,2019-10-17,22,26,328,2,7,0.4,1029.79,1943.0,8160.599999999999,952.07,142,3,10,155
4146,SO - 0004247,Online,WARE-XYS1001,2019-08-23,2019-10-04,2019-10-22,2019-10-23,16,14,1,28,7,0.08,2056.03,3879.3,24982.692000000003,10590.48,42,18,1,61
4147,SO - 0004248,Online,WARE-NMK1003,2019-05-15,2019-10-04,2019-10-30,2019-10-31,15,2,189,36,4,0.05,705.51,1085.4,4124.52,1302.48,142,26,1,169
4148,SO - 0004249,In-Store,WARE-XYS1001,2019-05-15,2019-10-04,2019-10-06,2019-10-13,2,40,58,32,4,0.15,1013.04,2532.6,8610.84,4558.68,142,2,7,151
4149,SO - 0004250,Distributor,WARE-UHY1004,2019-08-23,2019-10-04,2019-10-25,2019-10-29,24,42,231,33,1,0.08,1812.22,3939.6,3624.4320000000002,1812.21,42,21,4,67
4150,SO - 0004251,In-Store,WARE-NBV1002,2019-08-23,2019-10-05,2019-10-30,2019-11-05,3,23,70,37,4,0.1,744.71,1145.7,4124.52,1145.68,43,25,6,74
4151,SO - 0004252,Online,WARE-XYS1001,2019-05-15,2019-10-05,2019-10-27,2019-11-01,20,16,8,40,6,0.08,683.4,1005.0,5547.6,1447.2,143,22,5,170
4152,SO - 0004253,Online,WARE-UHY1004,2019-05-15,2019-10-05,2019-10-24,2019-10-30,12,38,246,37,8,0.15,156.18,247.9,1685.72,436.28,143,19,6,168
4153,SO - 0004254,In-Store,WARE-NBV1002,2019-05-15,2019-10-05,2019-10-14,2019-10-24,11,41,87,36,3,0.05,2845.89,3845.8,10960.53,2422.86,143,9,10,162
4154,SO - 0004255,Wholesale,WARE-NBV1002,2019-08-23,2019-10-05,2019-10-08,2019-10-16,25,12,70,39,2,0.15,3627.65,5038.4,8565.279999999999,1309.98,43,3,8,54
4155,SO - 0004256,In-Store,WARE-PUJ1005,2019-05-15,2019-10-05,2019-10-08,2019-10-14,11,3,300,10,3,0.3,162.94,254.6,534.66,45.84,143,3,6,152
4156,SO - 0004257,In-Store,WARE-XYS1001,2019-05-15,2019-10-06,2019-10-23,2019-10-27,8,30,55,13,7,0.1,2098.71,2559.4,16124.220000000001,1433.25,144,17,4,165
4157,SO - 0004258,In-Store,WARE-NMK1003,2019-05-15,2019-10-06,2019-10-21,2019-10-27,4,21,164,33,5,0.05,1067.31,1976.5,9388.375,4051.83,144,15,6,165
4158,SO - 0004259,Wholesale,WARE-PUJ1005,2019-05-15,2019-10-06,2019-11-03,2019-11-04,27,16,319,7,1,0.15,163.21,194.3,165.155,1.94,144,28,1,173
4159,SO - 0004260,Online,WARE-XYS1001,2019-08-23,2019-10-06,2019-10-17,2019-10-25,19,23,41,12,5,0.2,2738.02,5587.8,22351.200000000004,8661.1,44,11,8,63
4160,SO - 0004261,In-Store,WARE-NMK1003,2019-05-15,2019-10-06,2019-10-13,2019-10-15,9,37,196,18,3,0.1,3019.56,3973.1,10727.369999999999,1668.69,144,7,2,153
4161,SO - 0004262,Online,WARE-PUJ1005,2019-05-15,2019-10-06,2019-10-28,2019-11-05,19,10,279,39,7,0.08,2590.29,5286.3,34043.772000000004,15911.74,144,22,8,174
4162,SO - 0004263,Distributor,WARE-PUJ1005,2019-08-23,2019-10-06,2019-11-01,2019-11-07,21,26,288,22,6,0.3,2564.76,6411.9,26929.979999999996,11541.42,44,26,6,76
4163,SO - 0004264,In-Store,WARE-XYS1001,2019-05-15,2019-10-06,2019-10-29,2019-10-31,4,17,16,17,7,0.05,1739.66,3865.9,25708.235,13530.62,144,23,2,169
4164,SO - 0004265,Online,WARE-MKL1006,2019-08-23,2019-10-06,2019-10-11,2019-10-14,15,40,350,14,7,0.05,414.8,1011.7,6727.805,3824.21,44,5,3,52
4165,SO - 0004266,Online,WARE-XYS1001,2019-05-15,2019-10-07,2019-11-01,2019-11-07,12,8,34,37,8,0.05,2927.9,3852.5,29279.0,5855.8,145,25,6,176
4166,SO - 0004267,Online,WARE-NMK1003,2019-05-15,2019-10-07,2019-10-15,2019-10-24,13,27,95,39,5,0.1,1123.19,1701.8,7658.099999999999,2042.15,145,8,9,162
4167,SO - 0004268,Online,WARE-NMK1003,2019-05-15,2019-10-07,2019-11-04,2019-11-11,13,50,169,41,1,0.1,148.74,201.0,180.9,32.16,145,28,7,180
4168,SO - 0004269,Online,WARE-NMK1003,2019-05-15,2019-10-07,2019-10-27,2019-10-31,19,47,163,11,5,0.05,1603.98,2546.0,12093.5,4073.6,145,20,4,169
4169,SO - 0004270,Distributor,WARE-UHY1004,2019-08-23,2019-10-07,2019-10-25,2019-10-29,23,31,241,43,2,0.4,707.52,1105.5,1326.6,-88.44,45,18,4,67
4170,SO - 0004271,In-Store,WARE-UHY1004,2019-05-15,2019-10-07,2019-10-18,2019-10-23,4,41,260,43,4,0.08,463.84,1078.7,3969.6160000000004,2114.26,145,11,5,161
4171,SO - 0004272,In-Store,WARE-MKL1006,2019-08-23,2019-10-07,2019-10-25,2019-11-03,9,20,337,15,1,0.05,1196.69,2257.9,2145.005,948.32,45,18,9,72
4172,SO - 0004273,Online,WARE-PUJ1005,2019-05-15,2019-10-07,2019-10-13,2019-10-22,19,19,326,40,8,0.15,3219.22,3832.4,26060.32,306.56,145,6,9,160
4173,SO - 0004274,Online,WARE-XYS1001,2019-08-23,2019-10-08,2019-10-29,2019-11-03,17,32,42,12,7,0.05,1003.39,1929.6,12831.84,5808.11,46,21,5,72
4174,SO - 0004275,Online,WARE-NBV1002,2019-05-15,2019-10-08,2019-10-20,2019-10-21,18,40,83,26,3,0.2,524.48,690.1,1656.2400000000002,82.8,146,12,1,159
4175,SO - 0004276,In-Store,WARE-MKL1006,2019-05-15,2019-10-08,2019-11-04,2019-11-06,8,23,353,43,4,0.15,2551.49,3865.9,13144.06,2938.1,146,27,2,175
4176,SO - 0004277,In-Store,WARE-NBV1002,2019-08-23,2019-10-08,2019-10-17,2019-10-18,11,18,84,46,3,0.15,2882.34,6405.2,16333.26,7686.24,46,9,1,56
4177,SO - 0004278,Distributor,WARE-MKL1006,2019-05-15,2019-10-08,2019-10-31,2019-11-08,23,23,349,22,4,0.3,723.6,904.5,2532.6,-361.8,146,23,8,177
4178,SO - 0004279,In-Store,WARE-NMK1003,2019-05-15,2019-10-08,2019-10-11,2019-10-15,10,20,148,18,5,0.3,3052.99,3678.3,12874.05,-2390.9,146,3,4,153
4179,SO - 0004280,Online,WARE-UHY1004,2019-05-15,2019-10-08,2019-10-15,2019-10-16,12,41,229,7,8,0.15,2260.85,3966.4,26971.52,8884.72,146,7,1,154
4180,SO - 0004281,Online,WARE-MKL1006,2019-05-15,2019-10-08,2019-10-25,2019-10-28,17,4,335,17,7,0.2,1769.81,3932.9,22024.24,9635.57,146,17,3,166
4181,SO - 0004282,Online,WARE-XYS1001,2019-05-15,2019-10-09,2019-10-23,2019-10-25,15,11,48,16,3,0.05,1942.0,2284.7,6511.394999999999,685.39,147,14,2,163
4182,SO - 0004283,In-Store,WARE-NMK1003,2019-05-15,2019-10-09,2019-10-26,2019-10-27,7,33,150,47,2,0.05,2261.12,3832.4,7281.5599999999995,2759.32,147,17,1,165
4183,SO - 0004284,Online,WARE-NBV1002,2019-05-15,2019-10-09,2019-10-13,2019-10-19,18,32,76,39,5,0.1,173.66,241.2,1085.3999999999999,217.1,147,4,6,157
4184,SO - 0004285,In-Store,WARE-UHY1004,2019-05-15,2019-10-09,2019-11-06,2019-11-16,11,4,221,42,2,0.4,514.69,1118.9,1342.68,313.3,147,28,10,185
4185,SO - 0004286,In-Store,WARE-MKL1006,2019-08-23,2019-10-09,2019-11-01,2019-11-10,5,4,361,10,2,0.05,337.68,703.5,1336.6499999999999,661.29,47,23,9,79
4186,SO - 0004287,Online,WARE-NMK1003,2019-05-15,2019-10-09,2019-11-05,2019-11-14,15,36,119,8,3,0.05,3494.39,6130.5,17471.925,6988.75,147,27,9,183
4187,SO - 0004288,Online,WARE-NMK1003,2019-05-15,2019-10-09,2019-10-28,2019-11-04,16,38,107,12,6,0.2,152.56,221.1,1061.28,145.92,147,19,7,173
4188,SO - 0004289,Online,WARE-XYS1001,2019-08-23,2019-10-10,2019-10-15,2019-10-17,16,43,46,1,1,0.1,1391.99,2626.4,2363.76,971.77,48,5,2,55
4189,SO - 0004290,Distributor,WARE-NMK1003,2019-05-15,2019-10-10,2019-11-05,2019-11-10,24,20,126,40,8,0.15,850.3,1735.3,11800.039999999999,4997.64,148,26,5,179
4190,SO - 0004291,Wholesale,WARE-UHY1004,2019-08-23,2019-10-10,2019-10-25,2019-10-30,28,3,260,16,1,0.1,525.55,991.6,892.44,366.89,48,15,5,68
4191,SO - 0004292,Distributor,WARE-MKL1006,2019-05-15,2019-10-10,2019-10-17,2019-10-22,21,9,366,31,2,0.2,1973.15,3946.3,6314.080000000001,2367.78,148,7,5,160
4192,SO - 0004293,Online,WARE-UHY1004,2019-08-23,2019-10-10,2019-10-30,2019-11-07,13,32,248,16,4,0.1,3960.5,5500.7,19802.52,3960.52,48,20,8,76
4193,SO - 0004294,In-Store,WARE-MKL1006,2019-05-15,2019-10-10,2019-10-12,2019-10-18,6,14,344,28,7,0.05,2633.37,3872.6,25752.789999999997,7319.2,148,2,6,156
4194,SO - 0004295,In-Store,WARE-NMK1003,2019-05-15,2019-10-10,2019-11-02,2019-11-07,5,44,162,18,7,0.08,124.29,234.5,1510.18,640.15,148,23,5,176
4195,SO - 0004296,Distributor,WARE-NMK1003,2019-05-15,2019-10-10,2019-10-31,2019-11-09,23,25,186,44,5,0.08,1408.61,1956.4,8999.44,1956.39,148,21,9,178
4196,SO - 0004297,Distributor,WARE-NMK1003,2019-05-15,2019-10-10,2019-10-23,2019-10-27,25,25,99,21,8,0.1,101.64,247.9,1784.88,971.76,148,13,4,165
4197,SO - 0004298,In-Store,WARE-XYS1001,2019-05-15,2019-10-10,2019-10-24,2019-10-28,8,19,11,28,1,0.15,4373.76,6432.0,5467.2,1093.44,148,14,4,166
4198,SO - 0004299,In-Store,WARE-PUJ1005,2019-05-15,2019-10-10,2019-11-06,2019-11-15,6,43,290,32,4,0.4,733.52,1078.7,2588.88,-345.2,148,27,9,184
4199,SO - 0004300,In-Store,WARE-PUJ1005,2019-08-23,2019-10-11,2019-11-01,2019-11-04,5,3,304,28,7,0.08,1868.5,2251.2,14497.728,1418.23,49,21,3,73
4200,SO - 0004301,Online,WARE-NMK1003,2019-08-23,2019-10-12,2019-10-18,2019-10-24,14,33,164,10,5,0.1,168.84,201.0,904.5,60.3,50,6,6,62
4201,SO - 0004302,Online,WARE-NMK1003,2019-05-15,2019-10-12,2019-10-17,2019-10-22,20,41,115,19,8,0.05,455.27,1011.7,7688.92,4046.76,150,5,5,160
4202,SO - 0004303,Online,WARE-PUJ1005,2019-05-15,2019-10-12,2019-11-04,2019-11-13,15,5,272,13,4,0.05,507.93,891.1,3386.18,1354.46,150,23,9,182
4203,SO - 0004304,Distributor,WARE-PUJ1005,2019-05-15,2019-10-12,2019-10-14,2019-10-23,22,43,298,44,8,0.05,455.27,1011.7,7688.92,4046.76,150,2,9,161
4204,SO - 0004305,In-Store,WARE-NBV1002,2019-05-15,2019-10-12,2019-11-02,2019-11-12,6,2,83,47,2,0.1,112.76,221.1,397.98,172.46,150,21,10,181
4205,SO - 0004306,In-Store,WARE-XYS1001,2019-05-15,2019-10-12,2019-10-28,2019-11-04,5,29,17,40,3,0.08,1024.63,2499.1,6897.516,3823.63,150,16,7,173
4206,SO - 0004307,In-Store,WARE-UHY1004,2019-08-23,2019-10-12,2019-10-25,2019-11-01,9,15,215,26,5,0.05,3644.8,5360.0,25460.0,7236.0,50,13,7,70
4207,SO - 0004308,In-Store,WARE-NMK1003,2019-08-23,2019-10-12,2019-10-16,2019-10-20,6,4,150,23,5,0.1,788.32,1065.3,4793.85,852.25,50,4,4,58
4208,SO - 0004309,In-Store,WARE-NMK1003,2019-08-23,2019-10-12,2019-10-31,2019-11-09,3,9,112,24,5,0.05,738.07,1025.1,4869.224999999999,1178.87,50,19,9,78
4209,SO - 0004310,In-Store,WARE-NMK1003,2019-05-15,2019-10-12,2019-11-01,2019-11-04,6,46,164,5,4,0.15,912.0,1112.2,3781.48,133.48,150,20,3,173
4210,SO - 0004311,In-Store,WARE-PUJ1005,2019-08-23,2019-10-13,2019-10-15,2019-10-19,9,12,268,38,3,0.05,631.41,1018.4,2902.4399999999996,1008.21,51,2,4,57
4211,SO - 0004312,In-Store,WARE-NBV1002,2019-05-15,2019-10-13,2019-11-08,2019-11-14,1,35,73,38,2,0.1,880.92,1159.1,2086.38,324.54,151,26,6,183
4212,SO - 0004313,In-Store,WARE-NMK1003,2019-05-15,2019-10-13,2019-11-06,2019-11-07,8,12,190,20,2,0.15,1871.71,2599.6,4419.32,675.9,151,24,1,176
4213,SO - 0004314,In-Store,WARE-NMK1003,2019-08-23,2019-10-13,2019-10-30,2019-11-07,1,8,120,46,4,0.15,185.86,254.6,865.64,122.2,51,17,8,76
4214,SO - 0004315,In-Store,WARE-PUJ1005,2019-08-23,2019-10-13,2019-11-04,2019-11-12,7,23,291,22,4,0.08,4406.72,5440.4,20020.672,2393.79,51,22,8,81
4215,SO - 0004316,In-Store,WARE-XYS1001,2019-08-23,2019-10-13,2019-11-04,2019-11-06,11,19,53,14,1,0.05,879.84,1795.6,1705.82,825.98,51,22,2,75
4216,SO - 0004317,In-Store,WARE-NMK1003,2019-05-15,2019-10-13,2019-10-26,2019-11-02,5,18,194,38,6,0.2,4100.27,5540.9,26596.32,1994.7,151,13,7,171
4217,SO - 0004318,Distributor,WARE-MKL1006,2019-08-23,2019-10-14,2019-10-22,2019-10-24,22,37,365,24,5,0.08,4573.09,5380.1,24748.460000000006,1883.01,52,8,2,62
4218,SO - 0004319,Wholesale,WARE-MKL1006,2019-05-15,2019-10-14,2019-11-09,2019-11-14,26,14,338,8,6,0.1,520.99,1085.4,5861.160000000001,2735.22,152,26,5,183
4219,SO - 0004320,Distributor,WARE-UHY1004,2019-05-15,2019-10-14,2019-10-30,2019-11-07,21,27,225,25,4,0.05,701.16,1078.7,4099.06,1294.42,152,16,8,176
4220,SO - 0004321,In-Store,WARE-PUJ1005,2019-05-15,2019-10-14,2019-10-20,2019-10-21,4,10,295,13,3,0.08,526.62,877.7,2422.452,842.59,152,6,1,159
4221,SO - 0004322,In-Store,WARE-NMK1003,2019-08-23,2019-10-14,2019-10-31,2019-11-09,1,21,140,38,1,0.08,1216.72,3041.8,2798.456,1581.74,52,17,9,78
4222,SO - 0004323,In-Store,WARE-NMK1003,2019-05-15,2019-10-15,2019-10-17,2019-10-19,2,45,138,19,2,0.3,2927.57,6505.7,9107.98,3252.84,153,2,2,157
4223,SO - 0004324,In-Store,WARE-UHY1004,2019-08-23,2019-10-15,2019-10-26,2019-11-04,1,45,235,30,8,0.4,442.2,1105.5,5306.4,1768.8,53,11,9,73
4224,SO - 0004325,In-Store,WARE-PUJ1005,2019-05-15,2019-10-15,2019-10-17,2019-10-23,5,40,290,36,6,0.08,668.93,1045.2,5769.504000000001,1755.92,153,2,6,161
4225,SO - 0004326,In-Store,WARE-NMK1003,2019-05-15,2019-10-15,2019-10-27,2019-11-03,9,44,164,7,1,0.05,3488.36,5366.7,5098.365,1610.0,153,12,7,172
4226,SO - 0004327,In-Store,WARE-NMK1003,2019-05-15,2019-10-15,2019-11-02,2019-11-12,4,46,129,11,8,0.05,1309.85,2619.7,19909.719999999998,9430.92,153,18,10,181
4227,SO - 0004328,In-Store,WARE-NMK1003,2019-05-15,2019-10-15,2019-11-05,2019-11-06,1,47,166,1,8,0.2,698.68,1058.6,6775.04,1185.6,153,21,1,175
4228,SO - 0004329,Distributor,WARE-NMK1003,2019-08-23,2019-10-15,2019-10-31,2019-11-03,25,35,143,19,7,0.05,146.33,261.3,1737.645,713.33,53,16,3,72
4229,SO - 0004330,In-Store,WARE-PUJ1005,2019-05-15,2019-10-15,2019-10-18,2019-10-21,11,20,295,10,8,0.08,3916.15,5594.5,41175.520000000004,9846.32,153,3,3,159
4230,SO - 0004331,Online,WARE-XYS1001,2019-05-15,2019-10-15,2019-10-20,2019-10-30,13,50,24,13,1,0.05,585.92,1105.5,1050.225,464.3,153,5,10,168
4231,SO - 0004332,Distributor,WARE-NBV1002,2019-05-15,2019-10-15,2019-10-30,2019-10-31,22,46,79,13,4,0.08,1519.56,2412.0,8876.16,2797.92,153,15,1,169
4232,SO - 0004333,Distributor,WARE-UHY1004,2019-08-23,2019-10-16,2019-11-10,2019-11-14,24,8,239,29,6,0.08,2444.16,3819.0,21080.88,6415.92,54,25,4,83
4233,SO - 0004334,In-Store,WARE-UHY1004,2019-08-23,2019-10-16,2019-11-08,2019-11-11,4,47,228,38,4,0.2,187.6,268.0,857.6,107.2,54,23,3,80
4234,SO - 0004335,Online,WARE-XYS1001,2019-05-15,2019-10-16,2019-10-31,2019-11-05,17,45,26,3,2,0.05,100.23,227.8,432.82,232.36,154,15,5,174
4235,SO - 0004336,Online,WARE-XYS1001,2019-05-15,2019-10-16,2019-10-22,2019-10-23,16,1,26,23,5,0.05,227.8,268.0,1273.0,134.0,154,6,1,161
4236,SO - 0004337,In-Store,WARE-PUJ1005,2019-05-15,2019-10-16,2019-10-25,2019-11-02,2,42,265,25,5,0.05,767.02,1065.3,5060.174999999999,1225.07,154,9,8,171
4237,SO - 0004338,In-Store,WARE-PUJ1005,2019-08-23,2019-10-16,2019-10-22,2019-10-30,4,17,279,27,1,0.08,439.86,676.7,622.5640000000001,182.7,54,6,8,68
4238,SO - 0004339,In-Store,WARE-PUJ1005,2019-05-15,2019-10-16,2019-11-01,2019-11-04,3,29,313,21,5,0.08,631.14,1051.9,4838.740000000001,1683.04,154,16,3,173
4239,SO - 0004340,Wholesale,WARE-NMK1003,2019-08-23,2019-10-17,2019-11-11,2019-11-13,26,30,141,29,3,0.05,1032.47,2244.5,6396.825000000001,3299.42,55,25,2,82
4240,SO - 0004341,Online,WARE-XYS1001,2019-05-15,2019-10-17,2019-10-30,2019-11-05,19,29,22,31,2,0.05,3109.47,3986.5,7574.349999999999,1355.41,155,13,6,174
4241,SO - 0004342,In-Store,WARE-NBV1002,2019-05-15,2019-10-17,2019-11-01,2019-11-09,11,46,60,4,3,0.05,4163.38,6405.2,18254.82,5764.68,155,15,8,178
4242,SO - 0004343,In-Store,WARE-UHY1004,2019-05-15,2019-10-17,2019-11-06,2019-11-07,7,34,235,21,8,0.1,647.22,1078.7,7766.64,2588.88,155,20,1,176
4243,SO - 0004344,Wholesale,WARE-NMK1003,2019-08-23,2019-10-17,2019-10-24,2019-11-02,28,49,99,7,6,0.05,2723.55,5447.1,31048.47,14707.17,55,7,9,71
4244,SO - 0004345,In-Store,WARE-PUJ1005,2019-08-23,2019-10-18,2019-11-03,2019-11-09,4,24,323,34,2,0.05,109.75,174.2,330.97999999999996,111.48,56,16,6,78
4245,SO - 0004346,In-Store,WARE-NMK1003,2019-05-15,2019-10-18,2019-11-09,2019-11-11,7,9,183,12,2,0.1,509.2,1273.0,2291.4,1273.0,156,22,2,180
4246,SO - 0004347,In-Store,WARE-NMK1003,2019-05-15,2019-10-18,2019-11-05,2019-11-12,8,14,183,11,8,0.3,439.52,1072.0,6003.2,2487.04,156,18,7,181
4247,SO - 0004348,In-Store,WARE-NMK1003,2019-05-15,2019-10-18,2019-11-06,2019-11-16,3,16,133,8,3,0.05,1131.23,2693.4,7676.1900000000005,4282.5,156,19,10,185
4248,SO - 0004349,In-Store,WARE-PUJ1005,2019-05-15,2019-10-18,2019-11-01,2019-11-09,8,12,315,37,2,0.1,686.82,1025.1,1845.1799999999998,471.54,156,14,8,178
4249,SO - 0004350,Online,WARE-XYS1001,2019-05-15,2019-10-18,2019-11-11,2019-11-18,18,41,17,39,1,0.08,607.82,1125.6,1035.552,427.73,156,24,7,187
4250,SO - 0004351,Distributor,WARE-UHY1004,2019-05-15,2019-10-18,2019-10-27,2019-10-31,23,41,237,18,4,0.08,4413.29,6304.7,23201.296000000002,5548.14,156,9,4,169
4251,SO - 0004352,Online,WARE-PUJ1005,2019-08-23,2019-10-18,2019-11-14,2019-11-23,15,33,299,23,2,0.3,1654.63,2298.1,3217.3399999999997,-91.92,56,27,9,92
4252,SO - 0004353,Wholesale,WARE-XYS1001,2019-05-15,2019-10-19,2019-11-09,2019-11-11,28,37,33,37,6,0.1,1830.71,3979.8,21490.920000000002,10506.66,157,21,2,180
4253,SO - 0004354,Online,WARE-PUJ1005,2019-05-15,2019-10-19,2019-11-15,2019-11-22,14,2,309,10,6,0.2,1477.95,2592.9,12445.920000000002,3578.22,157,27,7,191
4254,SO - 0004355,In-Store,WARE-XYS1001,2019-05-15,2019-10-19,2019-11-13,2019-11-16,12,11,12,19,8,0.08,408.7,670.0,4931.2,1661.6,157,25,3,185
4255,SO - 0004356,Online,WARE-UHY1004,2019-08-23,2019-10-19,2019-11-02,2019-11-12,20,20,211,6,7,0.08,2151.77,3470.6,22350.664,7288.27,57,14,10,81
4256,SO - 0004357,Wholesale,WARE-NMK1003,2019-08-23,2019-10-19,2019-10-23,2019-11-02,27,43,105,46,7,0.05,737.54,1152.4,7663.46,2500.68,57,4,10,71
